"Distance [mm]","Ft [] - Time='0s'"
60.6031220203367,-8629.11056405652
60.715976996166,-8693.78598774846
60.8288319719953,-8745.18053892556
60.9416869478246,-8792.23507534194
61.0545419236539,-8840.12948127693
61.1673968994833,-8882.70745103265
61.2802518753126,-8911.35135859251
61.3931068511419,-8930.77938353188
61.5059618269712,-8955.66752763356
61.6188168028005,-8961.0105064926
61.7316717786298,-8966.93014929233
61.8445267544591,-8960.19463110821
61.9573817302884,-8940.74799467043
62.0702367061177,-8919.30763687615
62.183091681947,-8877.87610383994
62.2959466577763,-8837.95930388245
62.4088016336056,-8788.04101728081
62.5216566094349,-8720.24181373004
62.6345115852642,-8656.6272141578
62.7473665610935,-8579.01007972712
62.8602215369228,-8489.70635962445
62.9730765127521,-8393.41455762614
63.0859314885814,-8299.08518517822
63.1987864644107,-8179.02757408068
63.31164144024,-8068.75800832938
63.4244964160693,-7944.02286250792
63.5373513918986,-7817.56919418879
63.6502063677279,-7681.26833414087
63.7630613435572,-7541.59047126496
63.8759163193866,-7396.92285055718
63.9887712952159,-7251.40760217443
64.1016262710452,-7105.20312335381
64.2144812468745,-6944.20420533888
64.3273362227038,-6792.05529035556
64.4401911985331,-6630.22472098879
64.5530461743624,-6466.23952396966
64.6659011501917,-6304.38856731333
64.778756126021,-6133.11694004788
64.8916111018503,-5971.40869139066
65.0044660776796,-5799.89952516898
65.1173210535089,-5626.26004427858
65.2301760293382,-5461.85483858923
65.3430310051675,-5290.25006181655
65.4558859809968,-5122.43173408697
65.5687409568261,-4956.02487927206
65.6815959326554,-4788.87468561726
65.7944509084847,-4630.7636258405
65.9073058843141,-4465.90877139162
66.0201608601433,-4306.56227504561
66.1330158359727,-4149.35650585489
66.245870811802,-3995.00868088932
66.3587257876313,-3843.35907568864
66.4715807634606,-3699.10029659596
66.5844357392899,-3554.70129233875
66.6972907151192,-3413.85869289376
66.8101456909485,-3271.59752299908
66.9230006667778,-3136.53819962104
67.0358556426071,-3007.53763213033
67.1487106184364,-2880.93498114178
67.2615655942657,-2759.28255796656
67.374420570095,-2638.0450211956
67.4872755459243,-2521.11442134307
67.6001305217536,-2411.43716141293
67.7129854975829,-2308.92759640423
67.8258404734122,-2206.0265411684
67.9386954492415,-2108.08757657139
68.0515504250708,-2015.89178909241
68.1644054009002,-1926.03341110159
68.2772603767295,-1841.34468634635
68.3901153525588,-1761.62130716458
68.5029703283881,-1685.94312501989
68.6158253042174,-1614.21750730162
68.7286802800467,-1545.8513222248
68.841535255876,-1482.24009088909
68.9543902317053,-1423.36089679172
69.0672452075346,-1371.52490361643
69.1801001833639,-1323.27945769938
69.2929551591932,-1275.49015094568
69.4058101350225,-1234.22248295605
69.5186651108518,-1196.27682830461
69.6315200866811,-1161.58395956145
69.7443750625104,-1135.31056418317
69.8572300383397,-1112.68392058159
69.970085014169,-1091.71076820644
70.0829399899983,-1075.91549725097
70.1957949658276,-1060.63462169247
70.308649941657,-1053.29726022339
70.4215049174862,-1052.35701440242
70.5343598933156,-1048.20181123808
70.6472148691448,-1051.98114106834
70.7600698449742,-1063.69317349939
70.8729248208035,-1074.09141961232
70.9857797966328,-1090.98894691351
71.0986347724621,-1107.83289994354
71.2114897482914,-1130.11907894557
71.3243447241207,-1158.15066485099
71.43719969995,-1184.93235150867
71.5500546757793,-1214.96332122601
71.6629096516086,-1250.69333084827
71.7757646274379,-1288.28459092749
71.8886196032672,-1327.03771104424
72.0014745790965,-1368.28832223914
72.1143295549258,-1414.53813726185
72.2271845307551,-1458.39816017044
72.3400395065844,-1506.41132570939
72.4528944824137,-1557.47870259693
72.565749458243,-1609.71030054153
72.6786044340723,-1662.13996817351
72.7914594099016,-1718.45615793636
72.904314385731,-1772.88279748035
73.0171693615603,-1830.14127398716
73.1300243373896,-1887.97258527838
73.2428793132189,-1946.43674460814
73.3557342890482,-2004.73496036141
73.4685892648775,-2060.94219330238
73.5814442407068,-2118.08561667785
73.6942992165361,-2175.14249693887
73.8071541923654,-2230.51188794899
73.9200091681947,-2283.0154225556
74.032864144024,-2338.20291911373
74.1457191198533,-2393.8358248787
74.2585740956826,-2442.79465414082
74.3714290715119,-2489.51329445938
74.4842840473412,-2531.60930032981
74.5971390231705,-2574.08550146812
74.7099939989998,-2611.07002309899
74.8228489748291,-2648.44916324155
74.9357039506584,-2676.10631071171
75.0485589264877,-2705.500248835
75.1614139023171,-2728.32612217739
75.2742688781463,-2747.39790899189
75.3871238539757,-2760.13544683656
75.499978829805,-2765.50405627799
75.6128338056343,-2767.57360823767
75.7256887814636,-2764.29478367831
75.8385437572929,-2753.0527948145
75.9513987331222,-2738.36380456581
76.0642537089515,-2718.447576272
76.1771086847808,-2690.34221804266
76.2899636606101,-2657.17885100937
76.4028186364394,-2618.55057493108
76.5156736122687,-2577.34857473051
76.628528588098,-2526.99895623986
76.7413835639273,-2475.28636891845
76.8542385397566,-2417.56067839886
76.9670935155859,-2354.33622520394
77.0799484914152,-2289.31025914983
77.1928034672445,-2219.05906990648
77.3056584430738,-2143.91216827836
77.4185134189031,-2070.92524652591
77.5313683947325,-1991.14428732395
77.6442233705618,-1908.9111772626
77.7570783463911,-1829.06408313628
77.8699333222204,-1746.12620102515
77.9827882980497,-1658.95872649741
78.095643273879,-1576.31674156127
78.2084982497083,-1492.95428445357
78.3213532255376,-1408.39028145584
78.4342082013669,-1321.47060026633
78.5470631771962,-1238.39429590355
78.6599181530255,-1155.02244393243
78.7727731288548,-1074.17699048287
78.8856281046841,-994.264485864016
78.9984830805134,-913.787122722399
79.1113380563427,-838.812983599332
79.224193032172,-766.852288079106
79.3370480080013,-694.719760732032
79.4499029838306,-625.888537581788
79.5627579596599,-562.714797283994
79.6756129354892,-500.389057901091
79.7884679113185,-443.011698804432
79.9013228871479,-388.569361464586
80.0141778629771,-335.367144188217
80.1270328388065,-287.404085136834
80.2398878146358,-240.878823043825
80.3527427904651,-199.982662836329
80.4655977662944,-161.284616624853
80.5784527421237,-125.482228693365
80.691307717953,-91.8199810815502
80.8041626937823,-60.8796402465134
80.9170176696116,-33.8768454251255
81.0298726454409,-7.85085142241454
81.1427276212702,14.928246234447
81.2555825970995,35.5137425067146
81.3684375729288,55.7821307701685
81.4812925487581,72.7946074148146
81.5941475245874,88.019542755527
81.7070025004167,100.580195945983
81.819857476246,116.389347336792
81.9327124520753,124.267334765287
82.0455674279046,136.065949823135
82.158422403734,143.696334559779
82.2712773795633,150.540038769993
82.3841323553926,156.715865086518
82.4969873312219,162.100396411162
82.6098423070512,166.898808469058
82.7226972828805,170.818809902132
82.8355522587098,174.360642953859
82.9484072345391,176.679905292316
83.0612622103684,179.21401388001
83.1741171861977,181.132913522138
83.286972162027,182.753442114159
83.3998271378563,183.421659543782
83.5126821136856,182.805039274463
83.6255370895149,184.335157767659
83.7383920653442,183.901525146327
83.8512470411735,184.704899377412
83.9641020170028,185.252679368266
84.0769569928321,184.990896970149
84.1898119686614,186.353503886893
84.3026669444908,185.059722074102
84.41552192032,184.357120030723
84.5283768961494,185.610251423476
84.6412318719787,184.219374186726
84.754086847808,183.843503891363
84.8669418236373,184.951593364968
84.9797967994666,184.755128965948
85.0926517752959,185.949523319125
85.2055067511252,186.819669522771
85.3183617269545,188.511720909725
85.4312167027838,189.836600867408
85.5440716786131,192.460975214712
85.6569266544424,194.763562203457
85.7697816302717,198.017131490332
85.882636606101,202.164075852285
85.9954915819303,206.375134930771
86.1083465577596,210.825812493698
86.2212015335889,216.65199166421
86.3340565094182,221.429391520158
86.4469114852475,228.146400019475
86.5597664610768,236.461356278863
86.6726214369061,245.13253585249
86.7854764127354,254.081703094259
86.8983313885648,264.506777646134
87.0111863643941,276.524579587244
87.1240413402234,289.917565781801
87.2368963160527,303.761014054243
87.349751291882,319.124597282796
87.4626062677113,336.06825795571
87.5754612435406,354.678403598244
87.6883162193699,375.083904274843
87.8011711951992,397.111202430951
87.9140261710285,422.133407037627
88.0268811468578,447.438992008537
88.1397361226871,474.789760454233
88.2525910985164,506.372242249947
88.3654460743457,539.711516502323
88.478301050175,575.907581966872
88.5911560260043,612.503176731811
88.7040110018336,652.994429953993
88.8168659776629,697.784784912537
88.9297209534922,741.472869322138
89.0425759293216,796.095670456973
89.1554309051509,847.061361045365
89.2682858809802,898.676589738758
89.3811408568095,961.80874116925
89.4939958326388,1021.18205257152
89.6068508084681,1087.26517474945
89.7197057842974,1153.36529216245
89.8325607601267,1224.06611708478
89.945415735956,1296.50438380158
